Address: 0x0001d2ee, Set: 0x2E, Miss, Tag: 0x0001D
Address: 0x000b6eeb, Set: 0xEE, Hit, Tag: 0x000B6
Address: 0x0000ec23, Set: 0xC2, Miss, Tag: 0x0000E
Address: 0x00013d91, Set: 0xD9, Hit, Tag: 0x00013
Address: 0x000ec11f, Set: 0x11, Miss, Tag: 0x000EC
Address: 0x00081d3e, Set: 0xD3, Hit, Tag: 0x00081
Address: 0x000e7dc3, Set: 0xDC, Miss, Tag: 0x000E7
Address: 0x000fe31b, Set: 0x31, Hit, Tag: 0x000FE
Address: 0x0001efb3, Set: 0xFB, Hit, Tag: 0x0001E
Address: 0x00017a4b, Set: 0xA4, Hit, Tag: 0x00017
Address: 0x000acd2a, Set: 0xD2, Miss, Tag: 0x000AC
Address: 0x000f2269, Set: 0x26, Hit, Tag: 0x000F2
Address: 0x000b0c36, Set: 0xC3, Miss, Tag: 0x000B0
Address: 0x000f6f75, Set: 0xF7, Miss, Tag: 0x000F6
Address: 0x00009938, Set: 0x93, Miss, Tag: 0x00009
Address: 0x000b6572, Set: 0x57, Miss, Tag: 0x000B6
Address: 0x000de4a7, Set: 0x4A, Hit, Tag: 0x000DE
Address: 0x000cf153, Set: 0x15, Hit, Tag: 0x000CF
Address: 0x000b33d4, Set: 0x3D, Hit, Tag: 0x000B3
Address: 0x000e4bd9, Set: 0xBD, Hit, Tag: 0x000E4
Address: 0x00008a24, Set: 0xA2, Hit, Tag: 0x00008
Address: 0x0001a8b1, Set: 0x8B, Hit, Tag: 0x0001A
Address: 0x000e5a3f, Set: 0xA3, Hit, Tag: 0x000E5
Address: 0x000c671c, Set: 0x71, Hit, Tag: 0x000C6
Address: 0x000bd894, Set: 0x89, Hit, Tag: 0x000BD
Address: 0x00011736, Set: 0x73, Hit, Tag: 0x00011
Address: 0x000e6480, Set: 0x48, Miss, Tag: 0x000E6
Address: 0x00019b93, Set: 0xB9, Hit, Tag: 0x00019
Address: 0x000a86f9, Set: 0x6F, Hit, Tag: 0x000A8
Address: 0x00011c84, Set: 0xC8, Hit, Tag: 0x00011
Address: 0x0000fc5a, Set: 0xC5, Hit, Tag: 0x0000F
Address: 0x00009938, Set: 0x93, Hit, Tag: 0x00009
Address: 0x000d1c8b, Set: 0xC8, Hit, Tag: 0x000D1
Address: 0x000ec736, Set: 0x73, Hit, Tag: 0x000EC
Address: 0x0001b973, Set: 0x97, Miss, Tag: 0x0001B
Address: 0x00013a95, Set: 0xA9, Hit, Tag: 0x00013
Address: 0x00018438, Set: 0x43, Hit, Tag: 0x00018
Address: 0x0001e2a4, Set: 0x2A, Hit, Tag: 0x0001E
Address: 0x000a2496, Set: 0x49, Hit, Tag: 0x000A2
Address: 0x000b1ac3, Set: 0xAC, Miss, Tag: 0x000B1
Address: 0x00015d8b, Set: 0xD8, Hit, Tag: 0x00015
Address: 0x000e60e1, Set: 0x0E, Hit, Tag: 0x000E6
Address: 0x0008f374, Set: 0x37, Hit, Tag: 0x0008F
Address: 0x000a972a, Set: 0x72, Hit, Tag: 0x000A9
Address: 0x000f7516, Set: 0x51, Hit, Tag: 0x000F7
Address: 0x00090774, Set: 0x77, Hit, Tag: 0x00090
Address: 0x000da28f, Set: 0x28, Hit, Tag: 0x000DA
Address: 0x00015fbf, Set: 0xFB, Miss, Tag: 0x00015
Address: 0x000ee3a5, Set: 0x3A, Miss, Tag: 0x000EE
Address: 0x000af8e9, Set: 0x8E, Hit, Tag: 0x000AF
Address: 0x000f4c90, Set: 0xC9, Hit, Tag: 0x000F4
Address: 0x000e3e48, Set: 0xE4, Hit, Tag: 0x000E3
Address: 0x000a92bd, Set: 0x2B, Hit, Tag: 0x000A9
Address: 0x0000ea3b, Set: 0xA3, Hit, Tag: 0x0000E
Address: 0x00009d32, Set: 0xD3, Hit, Tag: 0x00009
Address: 0x000dcbed, Set: 0xBE, Hit, Tag: 0x000DC
Address: 0x000b682c, Set: 0x82, Hit, Tag: 0x000B6
Address: 0x0000af01, Set: 0xF0, Hit, Tag: 0x0000A
Address: 0x00011775, Set: 0x77, Miss, Tag: 0x00011
Address: 0x00087f24, Set: 0xF2, Hit, Tag: 0x00087
Address: 0x000c461c, Set: 0x61, Hit, Tag: 0x000C4
Address: 0x000aeb0f, Set: 0xB0, Hit, Tag: 0x000AE
Address: 0x000d4e34, Set: 0xE3, Miss, Tag: 0x000D4
Address: 0x000954aa, Set: 0x4A, Hit, Tag: 0x00095
Address: 0x00018b80, Set: 0xB8, Hit, Tag: 0x00018
Address: 0x00012344, Set: 0x34, Hit, Tag: 0x00012
Address: 0x0008f374, Set: 0x37, Hit, Tag: 0x0008F
Address: 0x0009c476, Set: 0x47, Hit, Tag: 0x0009C
Address: 0x000b6572, Set: 0x57, Hit, Tag: 0x000B6
Address: 0x0008b704, Set: 0x70, Hit, Tag: 0x0008B
Address: 0x000e6191, Set: 0x19, Hit, Tag: 0x000E6
Address: 0x000f769d, Set: 0x69, Hit, Tag: 0x000F7
Address: 0x000c25ab, Set: 0x5A, Hit, Tag: 0x000C2
Address: 0x00011899, Set: 0x89, Hit, Tag: 0x00011
Address: 0x0008f581, Set: 0x58, Hit, Tag: 0x0008F
Address: 0x000933f8, Set: 0x3F, Hit, Tag: 0x00093
Address: 0x000b4f98, Set: 0xF9, Hit, Tag: 0x000B4
Address: 0x00013b09, Set: 0xB0, Hit, Tag: 0x00013
Address: 0x0001cb15, Set: 0xB1, Hit, Tag: 0x0001C
Address: 0x00008065, Set: 0x06, Hit, Tag: 0x00008
Address: 0x000c3c7e, Set: 0xC7, Hit, Tag: 0x000C3
Address: 0x000a2496, Set: 0x49, Hit, Tag: 0x000A2
Address: 0x000e9695, Set: 0x69, Hit, Tag: 0x000E9
Address: 0x000ffb97, Set: 0xB9, Hit, Tag: 0x000FF
Address: 0x00019437, Set: 0x43, Hit, Tag: 0x00019
Address: 0x000c8e01, Set: 0xE0, Miss, Tag: 0x000C8
Address: 0x00011dfe, Set: 0xDF, Hit, Tag: 0x00011
Address: 0x000ce2b2, Set: 0x2B, Hit, Tag: 0x000CE
Address: 0x000e054f, Set: 0x54, Hit, Tag: 0x000E0
Address: 0x000b1f59, Set: 0xF5, Hit, Tag: 0x000B1
Address: 0x00013dff, Set: 0xDF, Hit, Tag: 0x00013
Address: 0x00019458, Set: 0x45, Hit, Tag: 0x00019
Address: 0x00011922, Set: 0x92, Hit, Tag: 0x00011
Address: 0x000a92bd, Set: 0x2B, Hit, Tag: 0x000A9
Address: 0x0000981f, Set: 0x81, Hit, Tag: 0x00009
Address: 0x000d7e8d, Set: 0xE8, Hit, Tag: 0x000D7
Address: 0x00009d03, Set: 0xD0, Hit, Tag: 0x00009
Address: 0x000d6f25, Set: 0xF2, Hit, Tag: 0x000D6
Address: 0x000b9e84, Set: 0xE8, Miss, Tag: 0x000B9
Address: 0x000caa06, Set: 0xA0, Hit, Tag: 0x000CA
Address: 0x00017cda, Set: 0xCD, Hit, Tag: 0x00017
Address: 0x00019ed9, Set: 0xED, Hit, Tag: 0x00019
Address: 0x000933f8, Set: 0x3F, Hit, Tag: 0x00093
Address: 0x000e6480, Set: 0x48, Hit, Tag: 0x000E6
Address: 0x0001e48e, Set: 0x48, Hit, Tag: 0x0001E
Address: 0x000c71bb, Set: 0x1B, Hit, Tag: 0x000C7
Address: 0x0000a864, Set: 0x86, Hit, Tag: 0x0000A
Address: 0x00011fdb, Set: 0xFD, Hit, Tag: 0x00011
Address: 0x00011958, Set: 0x95, Hit, Tag: 0x00011
Address: 0x0000d61a, Set: 0x61, Miss, Tag: 0x0000D
Address: 0x000faf1f, Set: 0xF1, Hit, Tag: 0x000FA
Address: 0x00018e6c, Set: 0xE6, Hit, Tag: 0x00018
Address: 0x0001b060, Set: 0x06, Hit, Tag: 0x0001B
Address: 0x000d7e8d, Set: 0xE8, Hit, Tag: 0x000D7
Address: 0x0001a816, Set: 0x81, Hit, Tag: 0x0001A
Address: 0x000088aa, Set: 0x8A, Hit, Tag: 0x00008
Address: 0x00012192, Set: 0x19, Miss, Tag: 0x00012
Address: 0x00014b58, Set: 0xB5, Hit, Tag: 0x00014
Address: 0x000e4caa, Set: 0xCA, Hit, Tag: 0x000E4
Address: 0x000ca872, Set: 0x87, Hit, Tag: 0x000CA
Address: 0x00091102, Set: 0x10, Hit, Tag: 0x00091
Address: 0x00015cde, Set: 0xCD, Hit, Tag: 0x00015
Address: 0x00011922, Set: 0x92, Hit, Tag: 0x00011
Address: 0x000e6191, Set: 0x19, Hit, Tag: 0x000E6
Address: 0x000088a1, Set: 0x8A, Hit, Tag: 0x00008
Address: 0x000953c7, Set: 0x3C, Hit, Tag: 0x00095
Address: 0x0001b9c4, Set: 0x9C, Hit, Tag: 0x0001B
Address: 0x00016875, Set: 0x87, Hit, Tag: 0x00016
Address: 0x000ec8d1, Set: 0x8D, Miss, Tag: 0x000EC
Address: 0x000f8dab, Set: 0xDA, Hit, Tag: 0x000F8
Address: 0x000c461c, Set: 0x61, Hit, Tag: 0x000C4
Address: 0x000c461c, Set: 0x61, Hit, Tag: 0x000C4
Address: 0x000ff33e, Set: 0x33, Hit, Tag: 0x000FF
Address: 0x000c86c6, Set: 0x6C, Hit, Tag: 0x000C8
Address: 0x000a7509, Set: 0x50, Hit, Tag: 0x000A7
Address: 0x000105b2, Set: 0x5B, Hit, Tag: 0x00010
Address: 0x000088aa, Set: 0x8A, Hit, Tag: 0x00008
Address: 0x0000d4ac, Set: 0x4A, Hit, Tag: 0x0000D
Address: 0x0008fa3c, Set: 0xA3, Hit, Tag: 0x0008F
Address: 0x00010888, Set: 0x88, Hit, Tag: 0x00010
Address: 0x000fb797, Set: 0x79, Hit, Tag: 0x000FB
Address: 0x0001d769, Set: 0x76, Hit, Tag: 0x0001D
Address: 0x0009f3c1, Set: 0x3C, Hit, Tag: 0x0009F
Address: 0x000c4538, Set: 0x53, Hit, Tag: 0x000C4
Address: 0x0001c4bb, Set: 0x4B, Hit, Tag: 0x0001C
Address: 0x000e331a, Set: 0x31, Hit, Tag: 0x000E3
Address: 0x000153af, Set: 0x3A, Hit, Tag: 0x00015
Address: 0x000a002a, Set: 0x02, Hit, Tag: 0x000A0
Address: 0x00008880, Set: 0x88, Miss, Tag: 0x00008
Address: 0x0001a6bf, Set: 0x6B, Hit, Tag: 0x0001A
Address: 0x0008b012, Set: 0x01, Hit, Tag: 0x0008B
Address: 0x0001b10f, Set: 0x10, Hit, Tag: 0x0001B
Address: 0x00081736, Set: 0x73, Hit, Tag: 0x00081
Address: 0x000be3ca, Set: 0x3C, Hit, Tag: 0x000BE
Address: 0x0000836a, Set: 0x36, Hit, Tag: 0x00008
Address: 0x000ef249, Set: 0x24, Miss, Tag: 0x000EF
Address: 0x0001b973, Set: 0x97, Hit, Tag: 0x0001B
Address: 0x000178f8, Set: 0x8F, Hit, Tag: 0x00017
Address: 0x000114f1, Set: 0x4F, Hit, Tag: 0x00011
Address: 0x000e5c3d, Set: 0xC3, Hit, Tag: 0x000E5
Address: 0x0001c5f1, Set: 0x5F, Miss, Tag: 0x0001C
Address: 0x000e5e46, Set: 0xE4, Hit, Tag: 0x000E5
Address: 0x000dd179, Set: 0x17, Miss, Tag: 0x000DD
Address: 0x0000e131, Set: 0x13, Hit, Tag: 0x0000E
Address: 0x0001cb15, Set: 0xB1, Hit, Tag: 0x0001C
Address: 0x0001c5f1, Set: 0x5F, Hit, Tag: 0x0001C
Address: 0x0000e254, Set: 0x25, Hit, Tag: 0x0000E
Address: 0x0000ce00, Set: 0xE0, Hit, Tag: 0x0000C
Address: 0x00015c1e, Set: 0xC1, Hit, Tag: 0x00015
Address: 0x0000e9ad, Set: 0x9A, Miss, Tag: 0x0000E
Address: 0x0009207c, Set: 0x07, Hit, Tag: 0x00092
Address: 0x000d7ced, Set: 0xCE, Hit, Tag: 0x000D7
Address: 0x00013ea3, Set: 0xEA, Hit, Tag: 0x00013
Address: 0x0000e3dd, Set: 0x3D, Miss, Tag: 0x0000E
Address: 0x000b7468, Set: 0x46, Miss, Tag: 0x000B7
Address: 0x000ac352, Set: 0x35, Hit, Tag: 0x000AC
Address: 0x000bcb2d, Set: 0xB2, Hit, Tag: 0x000BC
Address: 0x0001852c, Set: 0x52, Miss, Tag: 0x00018
Address: 0x000b23c6, Set: 0x3C, Hit, Tag: 0x000B2
Address: 0x0001c434, Set: 0x43, Hit, Tag: 0x0001C
Address: 0x000b1ac3, Set: 0xAC, Hit, Tag: 0x000B1
Address: 0x000eff70, Set: 0xF7, Hit, Tag: 0x000EF
Address: 0x000f2269, Set: 0x26, Hit, Tag: 0x000F2
Address: 0x0009f5c3, Set: 0x5C, Hit, Tag: 0x0009F
Address: 0x000bc4fa, Set: 0x4F, Hit, Tag: 0x000BC
Address: 0x000dd179, Set: 0x17, Hit, Tag: 0x000DD
Address: 0x00015728, Set: 0x72, Miss, Tag: 0x00015
Address: 0x000824d4, Set: 0x4D, Hit, Tag: 0x00082
Address: 0x00014dc3, Set: 0xDC, Hit, Tag: 0x00014
Address: 0x0000d902, Set: 0x90, Hit, Tag: 0x0000D
Address: 0x000181ac, Set: 0x1A, Hit, Tag: 0x00018
Address: 0x0001f21b, Set: 0x21, Hit, Tag: 0x0001F
Address: 0x000a972a, Set: 0x72, Hit, Tag: 0x000A9
Address: 0x0000969f, Set: 0x69, Hit, Tag: 0x00009
Address: 0x00018e6c, Set: 0xE6, Hit, Tag: 0x00018
Address: 0x0000c84f, Set: 0x84, Hit, Tag: 0x0000C
Address: 0x000116ed, Set: 0x6E, Miss, Tag: 0x00011
Address: 0x000e4f45, Set: 0xF4, Hit, Tag: 0x000E4
Address: 0x0001c6b6, Set: 0x6B, Hit, Tag: 0x0001C
Address: 0x000f9a73, Set: 0xA7, Hit, Tag: 0x000F9
Address: 0x0008648f, Set: 0x48, Hit, Tag: 0x00086
Address: 0x0001b514, Set: 0x51, Hit, Tag: 0x0001B
Address: 0x00012d7f, Set: 0xD7, Hit, Tag: 0x00012
Address: 0x00008a24, Set: 0xA2, Hit, Tag: 0x00008
Address: 0x0001b595, Set: 0x59, Hit, Tag: 0x0001B
Address: 0x0001852c, Set: 0x52, Hit, Tag: 0x00018
Address: 0x00019da3, Set: 0xDA, Hit, Tag: 0x00019
Address: 0x000a6505, Set: 0x50, Hit, Tag: 0x000A6
Address: 0x00012d26, Set: 0xD2, Miss, Tag: 0x00012
Address: 0x00096f58, Set: 0xF5, Hit, Tag: 0x00096
Address: 0x0000f2e6, Set: 0x2E, Hit, Tag: 0x0000F
Address: 0x000e9e84, Set: 0xE8, Miss, Tag: 0x000E9
Address: 0x000ffed9, Set: 0xED, Hit, Tag: 0x000FF
Address: 0x0001023c, Set: 0x23, Hit, Tag: 0x00010
Address: 0x000b243b, Set: 0x43, Hit, Tag: 0x000B2
Address: 0x0000da51, Set: 0xA5, Hit, Tag: 0x0000D
Address: 0x0000b321, Set: 0x32, Hit, Tag: 0x0000B
Address: 0x000d8182, Set: 0x18, Miss, Tag: 0x000D8
Address: 0x0001a995, Set: 0x99, Miss, Tag: 0x0001A
Address: 0x00015a9e, Set: 0xA9, Hit, Tag: 0x00015
Address: 0x000b3bb1, Set: 0xBB, Hit, Tag: 0x000B3
Address: 0x000f6f75, Set: 0xF7, Hit, Tag: 0x000F6
Address: 0x0000d96c, Set: 0x96, Miss, Tag: 0x0000D
Address: 0x00011eac, Set: 0xEA, Hit, Tag: 0x00011
Address: 0x00019da3, Set: 0xDA, Hit, Tag: 0x00019
Address: 0x0001607f, Set: 0x07, Hit, Tag: 0x00016
Address: 0x00099fc3, Set: 0xFC, Hit, Tag: 0x00099
Address: 0x0001d7ea, Set: 0x7E, Hit, Tag: 0x0001D
Address: 0x00010b1a, Set: 0xB1, Hit, Tag: 0x00010
Address: 0x000832d8, Set: 0x2D, Miss, Tag: 0x00083
Address: 0x000d6f25, Set: 0xF2, Hit, Tag: 0x000D6
Address: 0x0000a990, Set: 0x99, Hit, Tag: 0x0000A
Address: 0x00010b1a, Set: 0xB1, Hit, Tag: 0x00010
Address: 0x000bea57, Set: 0xA5, Hit, Tag: 0x000BE
Address: 0x000f7516, Set: 0x51, Hit, Tag: 0x000F7
Address: 0x000ded3d, Set: 0xD3, Hit, Tag: 0x000DE
Address: 0x0001e39c, Set: 0x39, Hit, Tag: 0x0001E
Address: 0x000e054f, Set: 0x54, Hit, Tag: 0x000E0
Address: 0x000ae24c, Set: 0x24, Hit, Tag: 0x000AE
Address: 0x00014c4f, Set: 0xC4, Hit, Tag: 0x00014
Address: 0x0000ec23, Set: 0xC2, Hit, Tag: 0x0000E
Address: 0x00097a3c, Set: 0xA3, Hit, Tag: 0x00097
Address: 0x000a7c3f, Set: 0xC3, Hit, Tag: 0x000A7
Address: 0x000980a9, Set: 0x0A, Hit, Tag: 0x00098
Address: 0x0001f22b, Set: 0x22, Hit, Tag: 0x0001F
Address: 0x0000eade, Set: 0xAD, Hit, Tag: 0x0000E
Address: 0x0000dfaa, Set: 0xFA, Hit, Tag: 0x0000D
Address: 0x000e1aaf, Set: 0xAA, Hit, Tag: 0x000E1
Address: 0x000c7c9d, Set: 0xC9, Hit, Tag: 0x000C7
Address: 0x000c317f, Set: 0x17, Hit, Tag: 0x000C3
Address: 0x000fb295, Set: 0x29, Hit, Tag: 0x000FB
Address: 0x00012586, Set: 0x58, Hit, Tag: 0x00012
Address: 0x0001a816, Set: 0x81, Hit, Tag: 0x0001A
Address: 0x000d78a5, Set: 0x8A, Hit, Tag: 0x000D7
Address: 0x000ad8c2, Set: 0x8C, Hit, Tag: 0x000AD
Address: 0x00011a14, Set: 0xA1, Hit, Tag: 0x00011
Address: 0x000b0c36, Set: 0xC3, Hit, Tag: 0x000B0
Address: 0x000c0b78, Set: 0xB7, Hit, Tag: 0x000C0
Address: 0x00013b09, Set: 0xB0, Hit, Tag: 0x00013
Address: 0x000b1ac3, Set: 0xAC, Hit, Tag: 0x000B1
Address: 0x000b9bf8, Set: 0xBF, Miss, Tag: 0x000B9
Address: 0x00016ef8, Set: 0xEF, Hit, Tag: 0x00016
Address: 0x0001124c, Set: 0x24, Hit, Tag: 0x00011
Address: 0x0001f087, Set: 0x08, Hit, Tag: 0x0001F
Address: 0x000b1abe, Set: 0xAB, Hit, Tag: 0x000B1
Address: 0x000a3de0, Set: 0xDE, Hit, Tag: 0x000A3
Address: 0x000f2078, Set: 0x07, Hit, Tag: 0x000F2
Address: 0x00012316, Set: 0x31, Hit, Tag: 0x00012
Address: 0x000b0c36, Set: 0xC3, Hit, Tag: 0x000B0
Address: 0x0001154b, Set: 0x54, Hit, Tag: 0x00011
Address: 0x000b6eea, Set: 0xEE, Hit, Tag: 0x000B6
Address: 0x000eead2, Set: 0xAD, Hit, Tag: 0x000EE
Address: 0x000dc79f, Set: 0x79, Hit, Tag: 0x000DC
Address: 0x000a49d7, Set: 0x9D, Hit, Tag: 0x000A4
Address: 0x0000a644, Set: 0x64, Miss, Tag: 0x0000A
Address: 0x0009b724, Set: 0x72, Hit, Tag: 0x0009B
Address: 0x0001efbe, Set: 0xFB, Hit, Tag: 0x0001E
Address: 0x0000b90f, Set: 0x90, Hit, Tag: 0x0000B
Address: 0x00018b09, Set: 0xB0, Hit, Tag: 0x00018
Address: 0x00015728, Set: 0x72, Hit, Tag: 0x00015
Address: 0x00009bef, Set: 0xBE, Hit, Tag: 0x00009
Address: 0x00010b0e, Set: 0xB0, Hit, Tag: 0x00010
Address: 0x0008b825, Set: 0x82, Hit, Tag: 0x0008B
Address: 0x0009ff80, Set: 0xF8, Hit, Tag: 0x0009F
Address: 0x000f72be, Set: 0x2B, Hit, Tag: 0x000F7
Address: 0x00011d09, Set: 0xD0, Hit, Tag: 0x00011
Address: 0x00019cf5, Set: 0xCF, Hit, Tag: 0x00019
Address: 0x00012d26, Set: 0xD2, Hit, Tag: 0x00012
Address: 0x000e9e84, Set: 0xE8, Hit, Tag: 0x000E9
Address: 0x000beaa9, Set: 0xAA, Hit, Tag: 0x000BE
Address: 0x000ad912, Set: 0x91, Hit, Tag: 0x000AD
Address: 0x000bd4ea, Set: 0x4E, Hit, Tag: 0x000BD
Address: 0x00011775, Set: 0x77, Hit, Tag: 0x00011
Address: 0x0009f3c1, Set: 0x3C, Hit, Tag: 0x0009F
Address: 0x000174a9, Set: 0x4A, Hit, Tag: 0x00017
Address: 0x00011662, Set: 0x66, Hit, Tag: 0x00011
Address: 0x000ffa1a, Set: 0xA1, Miss, Tag: 0x000FF
Address: 0x000d0a3c, Set: 0xA3, Hit, Tag: 0x000D0
Address: 0x000e3441, Set: 0x44, Hit, Tag: 0x000E3
Address: 0x000f8cf1, Set: 0xCF, Hit, Tag: 0x000F8
Address: 0x000c71bb, Set: 0x1B, Hit, Tag: 0x000C7
Address: 0x000ffa1a, Set: 0xA1, Hit, Tag: 0x000FF
Address: 0x000b4b6c, Set: 0xB6, Hit, Tag: 0x000B4
Address: 0x000c9d75, Set: 0xD7, Hit, Tag: 0x000C9
Address: 0x000a922e, Set: 0x22, Hit, Tag: 0x000A9
Address: 0x0000f23b, Set: 0x23, Hit, Tag: 0x0000F
Address: 0x00013c12, Set: 0xC1, Hit, Tag: 0x00013
Address: 0x0001cf0f, Set: 0xF0, Miss, Tag: 0x0001C
Address: 0x000e7dc3, Set: 0xDC, Hit, Tag: 0x000E7
Address: 0x000a3052, Set: 0x05, Hit, Tag: 0x000A3
Address: 0x0001a7c4, Set: 0x7C, Hit, Tag: 0x0001A
Address: 0x0000af9b, Set: 0xF9, Hit, Tag: 0x0000A
Address: 0x00016ec6, Set: 0xEC, Hit, Tag: 0x00016
Address: 0x00010116, Set: 0x11, Miss, Tag: 0x00010
Address: 0x0001e456, Set: 0x45, Hit, Tag: 0x0001E
Address: 0x000aa092, Set: 0x09, Miss, Tag: 0x000AA
Address: 0x0001d432, Set: 0x43, Hit, Tag: 0x0001D
Address: 0x000cd1d9, Set: 0x1D, Hit, Tag: 0x000CD
Address: 0x000dfa71, Set: 0xA7, Hit, Tag: 0x000DF
Address: 0x000a1dbf, Set: 0xDB, Hit, Tag: 0x000A1
Address: 0x000f2078, Set: 0x07, Hit, Tag: 0x000F2
Address: 0x0000b90c, Set: 0x90, Hit, Tag: 0x0000B
Address: 0x000ce2b2, Set: 0x2B, Hit, Tag: 0x000CE
Address: 0x000aee0c, Set: 0xE0, Hit, Tag: 0x000AE
Address: 0x0000dbdc, Set: 0xBD, Hit, Tag: 0x0000D
Address: 0x000ff05a, Set: 0x05, Hit, Tag: 0x000FF
Address: 0x00093548, Set: 0x54, Hit, Tag: 0x00093
Address: 0x000105b2, Set: 0x5B, Hit, Tag: 0x00010
Address: 0x0001a6bf, Set: 0x6B, Hit, Tag: 0x0001A
Address: 0x000f69d1, Set: 0x9D, Hit, Tag: 0x000F6
Address: 0x0001609d, Set: 0x09, Hit, Tag: 0x00016
Address: 0x000cda3a, Set: 0xA3, Hit, Tag: 0x000CD
Address: 0x0001da34, Set: 0xA3, Miss, Tag: 0x0001D
Address: 0x000c7d5e, Set: 0xD5, Miss, Tag: 0x000C7
Address: 0x000d7e8d, Set: 0xE8, Hit, Tag: 0x000D7
Address: 0x0001ab89, Set: 0xB8, Hit, Tag: 0x0001A
Address: 0x00016ec6, Set: 0xEC, Hit, Tag: 0x00016
Address: 0x00008a28, Set: 0xA2, Hit, Tag: 0x00008
Address: 0x0001d065, Set: 0x06, Hit, Tag: 0x0001D
Address: 0x0000bd4e, Set: 0xD4, Hit, Tag: 0x0000B
Address: 0x0001897b, Set: 0x97, Miss, Tag: 0x00018
Address: 0x0009b724, Set: 0x72, Hit, Tag: 0x0009B
Address: 0x0001d2ee, Set: 0x2E, Hit, Tag: 0x0001D
Address: 0x00015461, Set: 0x46, Hit, Tag: 0x00015
Address: 0x0000d488, Set: 0x48, Hit, Tag: 0x0000D
Address: 0x000caa06, Set: 0xA0, Hit, Tag: 0x000CA
Address: 0x000cd0c3, Set: 0x0C, Miss, Tag: 0x000CD
Address: 0x000bc6e6, Set: 0x6E, Hit, Tag: 0x000BC
Address: 0x00010ff9, Set: 0xFF, Hit, Tag: 0x00010
Address: 0x0001b520, Set: 0x52, Hit, Tag: 0x0001B
Address: 0x0000d8d2, Set: 0x8D, Hit, Tag: 0x0000D
Address: 0x00015c1e, Set: 0xC1, Hit, Tag: 0x00015
Address: 0x0001c4bb, Set: 0x4B, Hit, Tag: 0x0001C
Address: 0x00094523, Set: 0x52, Hit, Tag: 0x00094
Address: 0x00014dc3, Set: 0xDC, Hit, Tag: 0x00014
Address: 0x000f19ce, Set: 0x9C, Hit, Tag: 0x000F1
Address: 0x00012d26, Set: 0xD2, Hit, Tag: 0x00012
Address: 0x000ec2d5, Set: 0x2D, Hit, Tag: 0x000EC
Address: 0x000beaa9, Set: 0xAA, Hit, Tag: 0x000BE
Address: 0x0001ea23, Set: 0xA2, Hit, Tag: 0x0001E
Address: 0x000fde7c, Set: 0xE7, Hit, Tag: 0x000FD
Address: 0x000c9d75, Set: 0xD7, Hit, Tag: 0x000C9
Address: 0x000e8b66, Set: 0xB6, Hit, Tag: 0x000E8
Address: 0x0000bf10, Set: 0xF1, Hit, Tag: 0x0000B
Address: 0x00015f96, Set: 0xF9, Hit, Tag: 0x00015
Address: 0x000b6a51, Set: 0xA5, Miss, Tag: 0x000B6
Address: 0x00010ba1, Set: 0xBA, Hit, Tag: 0x00010
Address: 0x000120d9, Set: 0x0D, Hit, Tag: 0x00012
Address: 0x000b4cba, Set: 0xCB, Hit, Tag: 0x000B4
Address: 0x000f599b, Set: 0x99, Hit, Tag: 0x000F5
Address: 0x00008880, Set: 0x88, Hit, Tag: 0x00008
Address: 0x000953c7, Set: 0x3C, Hit, Tag: 0x00095
Address: 0x0001f054, Set: 0x05, Hit, Tag: 0x0001F
Address: 0x0008d9e2, Set: 0x9E, Hit, Tag: 0x0008D
Address: 0x0000c97b, Set: 0x97, Hit, Tag: 0x0000C
Address: 0x0001a6a9, Set: 0x6A, Miss, Tag: 0x0001A
Address: 0x000ec6bf, Set: 0x6B, Hit, Tag: 0x000EC
Address: 0x0000cf57, Set: 0xF5, Hit, Tag: 0x0000C
Address: 0x0001e150, Set: 0x15, Hit, Tag: 0x0001E
Address: 0x0000c083, Set: 0x08, Hit, Tag: 0x0000C
Address: 0x000b4cba, Set: 0xCB, Hit, Tag: 0x000B4
Address: 0x0000daef, Set: 0xAE, Hit, Tag: 0x0000D
Address: 0x0000a644, Set: 0x64, Hit, Tag: 0x0000A
Address: 0x0001124c, Set: 0x24, Hit, Tag: 0x00011
Address: 0x000ecbc5, Set: 0xBC, Hit, Tag: 0x000EC
Address: 0x000f9853, Set: 0x85, Hit, Tag: 0x000F9
Address: 0x000abe31, Set: 0xE3, Hit, Tag: 0x000AB
Address: 0x0000c1f5, Set: 0x1F, Hit, Tag: 0x0000C
Address: 0x00015cde, Set: 0xCD, Hit, Tag: 0x00015
Address: 0x0001d97d, Set: 0x97, Hit, Tag: 0x0001D
Address: 0x000e5496, Set: 0x49, Hit, Tag: 0x000E5
Address: 0x00085d7d, Set: 0xD7, Miss, Tag: 0x00085
Address: 0x0001f21b, Set: 0x21, Hit, Tag: 0x0001F
Address: 0x00019fbe, Set: 0xFB, Hit, Tag: 0x00019
Address: 0x0001f5dd, Set: 0x5D, Miss, Tag: 0x0001F
Address: 0x000a68e8, Set: 0x8E, Hit, Tag: 0x000A6
Address: 0x0001291b, Set: 0x91, Hit, Tag: 0x00012
Address: 0x000ff434, Set: 0x43, Hit, Tag: 0x000FF
Address: 0x0001e51a, Set: 0x51, Hit, Tag: 0x0001E
Address: 0x00084511, Set: 0x51, Hit, Tag: 0x00084
Address: 0x0008b9fd, Set: 0x9F, Hit, Tag: 0x0008B
